SAP_IMRG_DATE_MEAS,SAP_EQUI_NUMBER_GBL,PLANT_REGION,PLANT_PLANT_CODE,PLANT_PLANT_NAME,SAP_EQUI_MANUFACTURER,SAP_T370K_T_CLASS_VEHICLE,SAP_CLASS_AGRUP,SAP_EQUI_CLASS_ID,SAP_IMRG_UNIT_ENTRY2,FM_STANDAR,FM_SI_UNIT_CONVERTED,FM_SI_UNIT_CONVERTED_DELTA
2024-02-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),11350,17.0
2023-10-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10634,62.0
2023-10-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10689,55.0
2023-09-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10517,27.0
2023-07-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10008,21.0
2023-07-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10122,0.0
2024-03-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),11495,69.0
2023-06-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),9911,1.0
2023-05-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),9732,49.0
2023-12-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),11061,53.0
2023-10-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10755,66.0
2023-09-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10303,45.0
2023-12-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),11061,0.0
2023-11-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10936,35.0
2024-05-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),11968,56.0
2023-09-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10456,39.0
2023-06-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),9855,50.0
2023-11-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10805,50.0
2024-05-31,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),12109,34.0
2023-05-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),9683,40.0
2023-12-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),10971,35.0
2023-06-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),9910,55.0
2023-06-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,h,OPERATION TIME (h),9805,39.0
2024-02-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),48163,90.9
2023-11-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),43525,94.3
2023-10-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),40549,92.4
2023-06-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33098,132.6
2024-05-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),55075,95.5
2024-02-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49124,88.7
2023-08-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36549,79.9
2023-12-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),44817,95.5
2024-04-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),51903,71.2
2024-02-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),47972,137.2
2023-09-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37429,92.4
2023-08-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35160,67.8
2024-05-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),56246,78.0
2024-01-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46984,94.3
2024-01-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45277,70.9
2024-06-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),57978,110.3
2023-12-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),44164,55.3
2023-12-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),44544,94.3
2023-07-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),34627,96.2
2024-07-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),59294,139.8
2023-10-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),40017,80.3
2024-06-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),58288,142.1
2024-05-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),55606,110.3
2023-07-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),34768,77.3
2023-08-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35887,93.6
2023-06-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33268,64.0
2023-10-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39336,63.7
2023-08-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36069,83.4
2024-02-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),47619,141.7
2024-01-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45732,70.5
2024-05-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),55206,130.3
2023-08-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35379,79.2
2023-06-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),32485,94.7
2024-05-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),56655,102.3
2023-10-04,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39221,83.0
2023-12-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),44263,99.3
2023-06-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33311,0.0
2024-01-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45406,128.8
2024-03-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),51121,51.1
2024-05-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),56493,84.5
2024-05-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),55818,137.2
2024-05-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),56408,88.3
2023-05-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31212,0.4
2023-06-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),32550,64.8
2023-09-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37640,107.6
2023-07-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),34333,134.9
2024-04-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),53118,142.1
2023-08-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35486,70.9
2023-12-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),43776,67.4
2023-07-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),34444,110.6
2023-06-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),32391,115.2
2023-10-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41565,62.9
2024-01-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45020,69.7
2023-07-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33582,117.1
2024-03-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),51400,80.3
2024-06-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),57418,88.3
2023-07-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33972,98.5
2024-04-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),51734,92.4
2024-05-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),54980,126.5
2024-04-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),53206,87.5
2023-10-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39868,53.8
2024-03-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),51587,125.4
2023-09-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),38252,78.4
2023-12-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),44721,67.8
2024-03-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),50921,107.6
2023-10-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41428,68.2
2023-10-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39046,61.4
2024-06-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),57484,66.3
2024-06-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),57330,115.6
2023-10-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39704,67.1
2024-01-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46759,43.6
2024-04-30,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),54300,106.8
2024-04-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),52976,104.6
2023-06-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),32817,109.9
2023-11-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),43352,106.1
2023-11-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41959,91.3
2023-09-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36774,81.5
2024-04-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),52871,78.0
2024-05-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),54589,104.6
2024-01-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45452,45.5
2023-10-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41089,87.1
2023-09-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37860,87.9
2023-09-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),38356,103.4
2023-08-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35613,68.2
2023-09-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37057,67.4
2024-01-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45206,89.4
2024-02-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49457,126.2
2024-03-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),51222,101.2
2023-06-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),32897,79.9
2023-08-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35736,51.9
2023-11-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),43045,40.2
2024-06-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),58804,79.2
2024-02-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49892,78.4
2023-08-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35415,36.4
2024-02-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),47478,113.3
2024-03-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),50358,117.8
2024-01-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45608,94.7
2024-02-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),48766,70.5
2024-04-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),52637,99.3
2024-02-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49331,87.9
2024-03-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),50240,66.3
2023-11-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42909,36.8
2024-06-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),58023,44.7
2024-04-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),53719,67.1
2024-03-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),50068,84.9
2024-01-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46410,75.4
2024-01-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46024,35.2
