SAP_IMRG_DATE_MEAS,SAP_EQUI_NUMBER_GBL,PLANT_REGION,PLANT_PLANT_CODE,PLANT_PLANT_NAME,SAP_EQUI_MANUFACTURER,SAP_T370K_T_CLASS_VEHICLE,SAP_CLASS_AGRUP,SAP_EQUI_CLASS_ID,SAP_IMRG_UNIT_ENTRY2,FM_STANDAR,FM_SI_UNIT_CONVERTED,FM_SI_UNIT_CONVERTED_DELTA
2024-06-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40758,53.5
2023-11-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36283,34.4
2024-01-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37097,20.6
2023-09-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35395,34.4
2023-06-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33185,38.2
2024-01-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37180,30.6
2024-04-30,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39741,18.3
2023-07-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34264,64.2
2024-01-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37149,29.8
2023-08-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34411,11.5
2024-02-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38146,38.2
2023-05-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,32675,30.6
2023-10-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35769,29.8
2023-06-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33616,44.7
2024-05-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39810,22.9
2023-08-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34377,30.6
2023-10-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35628,22.9
2024-04-04,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38986,30.6
2023-05-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33083,22.9
2024-02-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37859,45.1
2024-03-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38610,22.9
2024-01-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36969,53.5
2023-12-04,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36650,28.3
2024-06-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40545,7.6
2024-07-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,41059,15.3
2024-02-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37954,43.6
2024-02-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37768,25.2
2024-06-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40651,35.2
2023-08-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34346,21.4
2024-06-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40538,22.9
2023-09-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34958,68.8
2023-10-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35531,15.3
2023-05-31,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33142,29.1
2024-01-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37457,53.5
2024-01-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37404,91.0
2023-12-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36795,29.1
2023-11-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41693,57.2
2023-09-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36615,65.9
2023-10-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39272,51.1
2024-06-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),58634,103.4
2023-09-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36920,61.8
2023-09-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),38002,45.1
2023-09-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37467,37.9
2023-08-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36469,72.7
2023-06-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),32098,116.3
2023-10-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41298,59.1
2023-05-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31211,45.8
2023-07-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33465,82.2
2023-08-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36119,50.0
2023-07-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33873,96.6
2023-08-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35794,57.6
2023-06-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31981,111.8
2023-07-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33711,79.2
2024-06-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),57868,91.3
2023-10-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41239,96.6
2024-05-30,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),56898,112.1
2023-05-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31005,78.0
2023-05-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31421,96.6
2023-09-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37336,84.5
2024-01-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46889,70.5
2023-10-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),40110,92.4
2023-09-30,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),38783,115.9
2023-11-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42123,97.4
2023-11-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41868,76.9
2024-03-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),50677,92.1
2023-08-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),34928,64.4
2023-09-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),38410,54.6
2023-10-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),40248,51.9
2023-10-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39431,95.5
2024-05-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),54853,62.5
2024-04-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),53885,68.2
2023-05-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31165,64.4
2023-11-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42284,81.1
2023-09-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37704,64.4
2023-11-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42498,128.8
2023-10-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),40936,61.0
2023-07-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33383,71.2
2023-11-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42609,110.6
2024-01-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),44950,133.7
2024-02-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),48851,84.9
2024-05-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),54484,120.1
2023-09-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37088,30.7
2023-10-04,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39138,92.1
2023-10-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39579,77.3
2024-05-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),54364,64.0
2024-05-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),56168,114.4
2023-10-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),38896,112.9
2023-08-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35644,30.7
2023-06-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33311,43.6
2024-02-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),48381,110.6
2023-06-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),32159,61.0
2024-02-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49243,119.0
2023-10-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39937,68.6
2023-07-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33632,49.6
2024-05-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),55343,137.5
2023-10-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41502,73.5
2024-02-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),48072,100.0
2024-07-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),59046,147.0
2023-10-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39637,58.3
2024-04-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),51831,97.8
2024-03-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),51319,54.2
2024-01-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46335,83.7
2023-12-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),44653,58.7
2023-07-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),34864,95.9
2024-07-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),58899,95.9
2023-10-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41002,65.9
2024-06-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),58531,87.9
2024-05-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),56786,130.3
2023-12-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),44348,84.9
2023-10-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41636,71.2
2023-10-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41360,61.8
2024-04-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),53290,84.5
2024-06-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),57586,101.9
2023-12-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),44030,78.4
2023-11-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),43160,115.2
2023-09-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36990,70.1
2023-10-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),40723,78.0
2023-08-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35545,58.7
2024-05-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),55947,129.2
2024-04-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),53652,113.7
2024-06-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),58724,90.2
2024-06-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),57777,93.6
2023-05-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31325,112.9
2023-10-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39815,74.3
2023-09-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),38083,81.5
2024-06-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),57083,72.0
2024-02-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),47704,84.9
2024-02-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49814,128.8
2023-06-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31869,63.3
2024-03-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),50585,50.4
2023-11-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42026,66.7
