SAP_IMRG_DATE_MEAS,SAP_EQUI_NUMBER_GBL,PLANT_REGION,PLANT_PLANT_CODE,PLANT_PLANT_NAME,SAP_EQUI_MANUFACTURER,SAP_T370K_T_CLASS_VEHICLE,SAP_CLASS_AGRUP,SAP_EQUI_CLASS_ID,SAP_IMRG_UNIT_ENTRY2,FM_STANDAR,FM_SI_UNIT_CONVERTED,FM_SI_UNIT_CONVERTED_DELTA
2024-01-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46251,76.9
2023-10-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),40335,87.1
2023-09-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37252,86.8
2023-07-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33777,65.9
2024-04-04,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),52071,76.5
2023-09-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),38667,82.6
2023-09-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36858,84.1
2024-03-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),51007,85.6
2023-07-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),34091,119.0
2024-02-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49685,104.6
2024-02-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49580,122.8
2023-10-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),40875,82.2
2023-06-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),33204,105.7
2023-10-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),39502,70.1
2023-06-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),32966,68.6
2024-01-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45835,103.1
2024-02-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),47364,85.2
2024-03-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49983,91.3
2023-06-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31667,108.0
2023-08-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),34987,58.7
2023-11-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42203,79.9
2024-04-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),53445,85.6
2023-09-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),38497,86.4
2024-04-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),52450,110.6
2023-08-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36194,74.6
2024-02-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),49036,89.0
2024-04-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),53817,97.8
2024-01-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46715,68.2
2024-04-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),52793,89.4
2023-11-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),43005,96.2
2024-05-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),56054,106.8
2024-02-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),48620,111.4
2023-11-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),41791,98.1
2023-11-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42685,76.5
2023-11-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),43652,126.5
2024-07-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),59368,74.3
2023-11-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),43431,79.2
2024-04-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),52257,97.4
2023-06-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31806,139.4
2023-12-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),43952,45.1
2023-08-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),36397,90.6
2024-01-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46116,92.1
2024-01-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45513,61.4
2024-01-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),46543,85.2
2024-01-30,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),47231,85.6
2023-11-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42369,84.9
2023-11-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),42872,97.4
2023-05-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),31101,96.2
2024-02-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),47835,130.7
2024-01-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),45988,83.4
2023-08-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),35684,40.5
2024-05-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),54684,95.5
2024-04-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),54110,98.5
2024-06-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),58146,122.4
2023-09-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,gal,CONSUMED FUEL (l),37772,67.8
2023-08-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34317,7.6
2023-07-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33826,22.9
2024-03-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38748,30.6
2024-04-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39722,38.2
2023-12-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36714,30.6
2024-06-06,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40515,38.2
2024-01-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37060,30.6
2024-04-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39271,15.3
2024-03-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38664,53.5
2023-10-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36146,14.5
2023-07-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34310,15.3
2024-04-18,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39425,57.3
2024-02-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38019,57.3
2024-04-02,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38917,53.5
2024-04-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39481,32.9
2024-03-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38771,22.9
2024-05-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40377,22.9
2023-07-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33879,38.2
2023-06-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33427,30.6
2023-06-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33696,30.6
2023-06-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33549,15.3
2023-07-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33948,38.2
2023-07-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34200,23.3
2023-06-29,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33803,38.2
2023-09-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35425,30.6
2024-06-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40916,7.6
2024-01-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37285,30.6
2024-01-30,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37602,38.2
2024-04-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39203,36.7
2024-04-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39047,61.2
2024-01-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37061,0.8
2024-06-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40953,36.7
2024-01-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37029,22.9
2024-02-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38332,38.2
2024-06-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40558,13.0
2024-06-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40811,53.5
2023-06-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33643,26.8
2024-02-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,37897,38.2
2023-10-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36009,28.3
2023-07-10,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33894,15.3
2024-03-04,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38473,44.7
2023-10-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35980,22.9
2024-04-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38864,19.1
2024-03-28,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38822,20.6
2024-04-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39368,38.2
2023-05-17,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,32926,53.5
2023-06-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33338,22.9
2024-07-03,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,41164,45.9
2023-12-12,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36824,29.1
2024-04-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39330,58.1
2024-02-19,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38079,30.6
2023-11-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36341,34.4
2024-03-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38428,29.1
2023-10-11,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35739,38.2
2024-05-01,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39763,22.9
2023-08-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34589,45.1
2024-05-22,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40339,30.6
2023-06-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33571,22.2
2024-04-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39519,38.2
2023-11-27,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36582,22.9
2024-05-20,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40293,30.6
2024-06-13,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,40566,7.6
2023-05-30,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33113,29.8
2023-09-25,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35337,30.6
2024-03-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,38587,38.2
2023-10-14,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,35784,15.3
2023-06-23,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33666,22.9
2024-04-26,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39684,50.1
2023-11-21,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,36544,29.8
2023-05-15,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,32811,84.1
2023-05-09,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,32690,15.3
2023-08-16,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34400,22.9
2023-06-05,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33239,53.5
2023-06-07,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,33315,22.9
2024-04-08,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,39109,61.2
2023-07-24,PRD000000000010069740,USA,4553,Shop - 56th Street Shop,PETERBILT,Mixer Truck,CONCRETE EQUIPMENT,TRK-MIXER,yd3,VOL TRANSPORTED-M3,34294,29.8
